id,startdate,datestamp,gender,bundesland,age,education,university,recall,recallland,recallland_other,econinterven,saleconinterven,environment,salenvironment,protectionism,salprotectionism,redistribution,salredistribution,eucohesion,saleucohesion,euenlargement,saleuenlargement,euforeign,saleuforeign,euintegrationtoofar,saleuintegrationtoofar,euposition,saleuposition,civliblaworder,salcivliblaworder,immigratepolicy,salimmigratepolicy,lgb,sallgb,multiculturalism,salmulticulturalism,trans,saltrans,urbanrural,salurbanrural,random,ptv_spd,ptv_cdu,ptv_csu,ptv_greens,ptv_fdp,ptv_afd,ptv_left,ptv_bsw,ptv_freevoters,ptv_volt,ptv_climatelist,votinteu,normdem,demsat,popnonreg_pc1,popnonreg_pc2,popnonreg_pc4,popnonreg_pc5,popnonreg_pc6,popnonreg_pc7,popnonreg_pc8,popreg_pc1,popreg_pc2,popreg_pc4,popreg_pc5,popreg_pc6,popreg_pc7,popreg_pc8,popreg_pc9,popreg_pc10,popreg_pc12,popreg_pc13,popreg_pc14,popreg_pc15,popreg_pc16,peoplecentrism,antielitism,polint,euitems_pc1,euitems_pc3,euitems_pc4,euitems_pc5,euitems_pc6,euitems_pc7,euitems_pc8,popgen_pc1,popgen_pc2,popgen_pc5,popgen_pc6,popgen_pc7,wishesmajority,wishesmajority_spd,wishesmajority_cdu,wishesmajority_csu,wishesmajority_greens,wishesmajority_fdp,wishesmajority_afd,wishesmajority_left,wishesmajority_bsw,wishesmajority_freevoters,wishesmajority_nonofparties,votint,trustslider_breg,trustslider_btag,trustslider_parties,trustslider_politicians,trustslider_eu,trustslider_nato,trustslider_army,trustslider_russia,trustslider_usa,trustslider_china,trustslider_bverfg,trustslider_verfsch,lrgen,socself,urbanrurallive,out,w
16593,2024-06-01T19:31:43Z,2024-06-01T19:49:05Z,2,2,14,5,1,3,NA,NA,6,8,2,9.5,8,8.5,1,11,6,8.5,1,11,10,11,6,8.5,6,9.5,9,9,2,10,6,6,6,11,6,6,2,9.5,2,4,-5,-5,4.5,-5,-5,NA,-5,-5,-5,-4,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2,5,5,5,4,5,5,4,4,1,1,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,2.5,0,2.5,2.5,2.5,2.5,-5,0,-5,5,5,3,7.5,5,FALSE,0.7916871433690177
16601,2024-06-01T19:47:18Z,2024-06-01T20:04:49Z,1,2,7,5,1,1,NA,NA,6,9,5,7,6,5,2.5,9,6,4,7,3,10,7,8.5,4.5,11,11,5,6,4,6,7.5,3,6.5,6.5,6.5,2.5,7,2,1,5,-5,-5,4,-2,-5,-1,-5,-5,-1.5,-2.5,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.5,4,4,4,4,4,5,2,3,2,1,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,-5,0.5,-4.5,4,4,4.5,8.5,1,FALSE,1.031549421478707
16604,2024-06-01T19:48:17Z,2024-06-01T19:59:57Z,2,1,12,5,1,3,NA,NA,4.5,9.5,3,11,5.5,8.5,5,10,10,10,4.5,10,10.5,9,9,9,9,8,7,9,4,10.5,11,10,4.5,9,11,9,6.5,NA,2,-3.5,-5,-5,5,-5,-5,1,-5,-5,1.5,-5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.5,4,5,5,4,4,5,4,4,1,1,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,3,3,2,0.5,-5,1,-5,5,2,4.5,8,1,FALSE,0.44069168058138225
16656,2024-06-01T21:20:47Z,2024-06-01T21:36:08Z,2,2,8,5,2,3,NA,NA,3.5,NA,4,NA,6,NA,1,9,8,NA,9.5,NA,8,6.5,7.5,NA,7.5,NA,4.5,5,2,8,11,7,4.5,8,11,7,6,NA,2,2,-5,-5,5,-5,-5,2.5,-5,-5,3.5,2.5,3,5,5,2,4,1,3,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,5,5,4,4,5,5,5,2,2,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5,4,2.5,2.5,3.5,3,2.5,-5,2.5,-5,5,3.5,3.5,11,1,FALSE,0.9219497656606708
16681,2024-06-01T22:11:52Z,2024-06-01T22:28:09Z,2,1,11,5,1,1,NA,NA,3,10,1,11,7,6.5,3.5,8,7,6,6,6,11,10,8.5,8.5,9,8,6,6,3.5,8,6,6,5,6,6.5,5.5,6,7,1,5,-5,-5,0,-5,-5,-3.5,-5,-5,-5,-5,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,3,1,2,2.5,NA,5,5,5,4,5,5,5,3,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,0,0,-5,0,-5,4,1,3,9,5,FALSE,1.0426219689384135
16742,2024-06-02T06:15:09Z,2024-06-02T06:53:09Z,1,2,13,5,1,3,NA,NA,6,8,6,10,8,7,7,5,10,8,4,8.5,11,11,9,9,11,11,9,10,4.5,9,9,6,8,9.5,10,10,4.5,8,2,5,0,0,2.5,NA,-5,-5,-5,-5,-5,-5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,3,3,4,4,3,5,5,4,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,2,0,3,3,2,-5,0,-5,5,0,6,8,1,FALSE,0.48414169053693645
16749,2024-06-02T07:49:18Z,2024-06-02T08:01:39Z,2,2,12,3,2,1,NA,NA,4,8,10,11,9,9,4,8,10,8.5,9,NA,9,8,11,9,9,9,11,11,3,10,11,11,8,5,11,11,8,5,1,5,-3,-3,2,-3,-5,-3.5,-3.5,2,-5,-3,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,4,5,5,4,5,5,5,5,2,2,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,3.5,3.5,5,5,-5,2.5,-5,5,3,7.5,9,2,FALSE,0.769961172586501
16801,2024-06-02T09:45:36Z,2024-06-02T09:59:43Z,2,2,14,3,2,3,NA,NA,5,9,6,11,6,NA,2,NA,7,NA,3,11,11,NA,9,NA,7,NA,9,NA,7,NA,6,NA,6,NA,5,NA,3,NA,1,4,-2.5,-5,4,-5,-5,-1,-5,1,-5,1.5,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,8,3,3,4,3,5,4,4,4,3,3,2,5,2,4,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2.5,2.5,2,3,3,-5,-0.5,-5,5,1,5,5,6,FALSE,0.769961172586501
16829,2024-06-02T10:27:04Z,2024-06-02T10:43:10Z,1,13,13,3,2,6,5,NA,4.5,5.5,7,7,8,8,7,7,9,9,6.5,7,3,3,3,3,7,7,11,11,11,11,5,5,11,11,5,5,5.5,5.5,1,-5,-5,-5,-5,-5,2,-5,5,-5,-5,-5,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,3,5,4,3,5,3,2,3,3,3,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,7,-2,-2,2,-2,-2,-5,-4,-2,-5,-2,1,-2,5,8,1,FALSE,1.2548028783988372
16830,2024-06-02T10:27:43Z,2024-06-02T10:42:54Z,2,4,8,5,1,6,6,NA,6,9,5,10.5,4.5,9.5,1.5,10.5,11,4,10,9.5,10.5,10.5,10.5,7.5,10,10,7.5,4.5,2,10.5,10.5,3.5,3.5,3,10,7.5,2.5,9.5,1,1.5,-4,-4.5,3,-1.5,-5,4,-1,-3,1,NA,6,5,5,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,2,2,5,5,5,5,4,5,5,2,2,1,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4.5,5,3,3.5,4,4,2,-4,2.5,-3.5,5,2.5,2,9.5,3,FALSE,0.5376108043343096
16847,2024-06-02T10:48:53Z,2024-06-02T11:08:13Z,1,2,12,5,2,3,NA,NA,2,10,1,11,7,7,1.5,10,10,10,8,8,11,11,7,7,9,8,6.5,5.5,2,10,8,8,3,7,6.5,6.5,7,7,1,-1,-4,-5,5,-5,-5,-1,-2,-3.5,-1,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,2,4,5,10,5,5,5,4,4,5,5,5,4,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,-1,-1,0,0,0,-5,-1,-5,4,1,3.5,10,1,FALSE,0.6964546518454177
16870,2024-06-02T11:27:16Z,2024-06-02T11:49:37Z,2,2,13,3,2,1,NA,NA,1,NA,6,9,6.5,NA,6,6,6,6,6,11,11,11,6,6,6.5,NA,1,11,11,11,6,6,11,11,6,6,6,6,2,3,-5,-5,-5,NA,-5,2.5,2.5,-5,-5,NA,7,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,8.5,NA,3,3,3,3,3,4,4,4,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,7,0,0,0,0,0,0,0,0,0,0,2.5,1,5,7.5,3,FALSE,0.769961172586501
16891,2024-06-02T11:50:44Z,2024-06-02T12:11:33Z,2,6,12,5,2,3,NA,NA,2.5,9,2,11,6,9,1,11,11,9,8.5,10,11,11,10,11,11,11,7,8,6,11,11,9,5.5,11,11,8,6,7,1,1,-2,3.5,4.5,-5,4,-2,-5,-5,-5,4,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,3,3,1,6,5,5,5,4,5,5,5,5,2,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.5,4.5,4,4.5,4,5,5,-5,1,-5,5,3,3,10,2,FALSE,1.71379859576923
16903,2024-06-02T11:56:34Z,2024-06-02T12:16:12Z,1,2,8,4,1,3,NA,NA,8,8.5,2,10.5,6.5,8.5,6,8.5,8,8.5,9.5,9,10,8,9.5,7,9.5,9,9,10,1,11,10,10,6,8.5,11,11,6,2.5,1,1,-2,-3,5,1,-5,-2.5,-1.5,-4.5,0,1.5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,3.5,5,3,5,4,4,5,4,4,2,3,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.5,2.5,3.5,1.5,1.5,1.5,-0.5,-5,0,-2.5,2.5,0.5,4,8.5,2,FALSE,0.820689604637339
16915,2024-06-02T12:09:24Z,2024-06-02T12:22:25Z,1,15,13,4,2,8,NA,NA,11,11,6,6,11,11,11,1,1,6,1,1,1,1,1,1,1,11,1,1,11,11,6,1,11,11,6,1,1,11,1,-5,-5,-5,2,-5,-5,-5,-5,5,-5,-5,8,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,11,11,5,2,2,1,5,2,5,5,5,5,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,8,-5,-5,-3.5,-5,-5,0,5,-5,0,-5,0,0,11,1,3,FALSE,1.050615698853713
16919,2024-06-02T12:13:02Z,2024-06-02T12:27:59Z,2,11,12,6,1,9,NA,NA,9,9,6,9,4,10.5,6,6,11,10.5,3.5,1.5,11,11,11,11,11,10,1,11,7.5,10.5,6,6,9,11,6,10.5,6,9.5,1,3,3.5,-2,-1.5,4,-5,-5,-5,-5,1.5,-5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,2,3,3,5,5,9.5,4,5,5,1,5,5,5,5,3,3,1,5,1,4,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA,4,-3,0,0,0,-1.5,2.5,3.5,-5,0,-5,3.5,3.5,6,10.5,3,FALSE,5.452585871146186
16947,2024-06-02T12:50:20Z,2024-06-02T13:14:15Z,1,2,3,5,2,3,NA,NA,4.5,6,5,9,5,7,4,8,5,4.5,5,7,5,5,4.5,7.5,7,9,4.5,6,7.5,7.5,8.5,4.5,8,7.5,7.5,1.5,7,3.5,2,5,-4.5,-3,3.5,3,-3.5,-2.5,-2,-3.5,1.5,-2,1,3.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,8,3,3,3,3,5,4,2,3,3,3,2,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,-1,0,-2,1.5,1,-5,0.5,-4,3,1.5,4.5,7.5,3,FALSE,1.2114759334294591
16948,2024-06-02T12:50:32Z,2024-06-02T13:12:25Z,2,10,7,3,2,99,NA,NA,6,6,4.5,10.5,9.5,9,9,9,6,6,6,9.5,9.5,10.5,6,3.5,6,6,7,8.5,5,9.5,9,6,8.5,8.5,9,6,6,4.5,1,1,1,-1,0.5,0.5,-5,3,-2,0.5,0,-2,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,3,5,4,6,6.5,1,1,4,3,4,2,4,4,3,1,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,0,0,0,0.5,0.5,0,0.5,-4.5,-1.5,-1,0.5,0,6,8,5,FALSE,1.4158784021421338
16951,2024-06-02T12:54:34Z,2024-06-02T13:16:09Z,1,10,10,4,2,3,NA,NA,2.5,NA,1,11,6,10,2,10,10,10,9.5,10,11,11,10,8,11,11,1.5,11,1,10.5,3.5,11,3,10.5,11,11,6,11,1,1.5,-0.5,-5,5,-4,-5,-5,-5,-4.5,1.5,3,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,3,3,4,1,2.5,4,4,5,4,3,4,4,4,3,2,2,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.5,4,4.5,4,3,3.5,4.5,-5,3,-5,5,4.5,3,11,1,FALSE,0.9285192683272518
16985,2024-06-02T13:34:43Z,2024-06-02T13:52:11Z,1,2,11,5,1,3,NA,NA,5,6,1.5,11,11,11,3.5,9.5,8,8,11,11,11,10.5,11,11,11,10.5,5.5,6.5,1,11,7.5,7,5.5,8,10.5,8,6,6,2,4.5,1.5,2,5,-4.5,2,-2.5,3,-4.5,4.5,4.5,9,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10.5,3,4,5,4,5,5,4,3,3,1,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0.5,1,1.5,-1,-1,-2,-1.5,-1.5,5,-1,5,3.5,2,FALSE,0.820689604637339
17018,2024-06-02T14:05:28Z,2024-06-02T14:17:55Z,1,1,13,5,1,3,NA,NA,4.5,7,1,11,8,7,2,10,8,NA,6,8,9,6.5,7,9,10,11,4,5,3,7.5,7,5.5,6.5,7,7.5,6.5,6,8.5,2,1,-3.5,-5,4,-5,-5,4,-2.5,-4.5,5,-4,9,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,3,NA,2,5,3,5,5,3,2,3,2,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2.5,2.5,2.5,3,3,-5,-2.5,-4.5,5,2.5,2.5,10,3,FALSE,0.4220443089874192
17025,2024-06-02T14:10:41Z,2024-06-02T14:39:06Z,2,2,12,3,2,1,NA,NA,4,8,3,9.5,6,6,5,7,8,8,7,8,8,8,6,6,8,7,5,8,4.5,8.5,11,9.5,5,6,11,9,8,NA,1,5,-5,-5,1,-5,-5,-5,-5,-5,-5,0,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,5,5,4,5,5,5,5,3,2,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,4,3.5,4,5,-5,2,-5,5,4,3,10,1,FALSE,0.769961172586501
17061,2024-06-02T15:09:06Z,2024-06-02T15:20:25Z,1,9,13,5,1,3,NA,NA,3,9,4,10,5,8.5,3,10.5,8.5,7.5,7.5,8,9,8.5,7.5,8,10,9.5,4.5,9,2,10.5,11,8.5,2,10.5,9.5,9.5,6,NA,2,2.5,-4.5,-5,5,-4,-5,-1.5,-4.5,-3.5,-3.5,-3.5,3,5,5,2,4,1,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,5,5,5,3,2,5,4,3,2,1,2,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,2.5,2,1,-5,0,-4.5,5,2.5,3,10.5,4,FALSE,0.4875068117982941
17066,2024-06-02T15:17:23Z,2024-06-02T15:28:27Z,2,11,9,3,2,6,NA,NA,4,9,8,8,8,8,3,4,10,10,7,7,11,10.5,9,9,9,9,9,9,10,10,11,11,4,4,11,11,9,9,2,5,-5,-5,-2,-5,-5,2,-4,-5,-5,2,1,5,4,2,4,2,2,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,5,4,5,5,5,5,2,2,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,1,-5,-5,-5,5,-1,2,11,4,FALSE,0.929676417257975
17121,2024-06-02T16:57:50Z,2024-06-02T18:07:46Z,2,2,13,2,2,2,NA,NA,10.5,6.5,4,11,8,8.5,9,11,9.5,9.5,11,11,11,9.5,6,6,8.5,9,11,11,11,11,6,6,11,11,6,6,9,9.5,2,-5,5,5,-5,5,-5,-5,-5,-5,-5,0,2,5,3,4,2,3,2,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,4,5,3,5,4,5,5,2,2,5,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.5,4,0,0,0,5,2.5,-5,3,-5,5,3.5,7,4,1,FALSE,0.769961172586501
17125,2024-06-02T17:04:06Z,2024-06-02T17:55:04Z,2,10,13,2,2,1,NA,NA,6,1,8,11,9,6,1,10.5,8,9,1,11,10,9,9,6,9,8,10,10,7,7,10,10,9,9,7,8,2,10,1,-5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,5,4,3,5,5,2,3,5,4,1,5,1,5,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,2,-4,1,0,-4,1,4,5,-5,2.5,-5,5,5,6,8.5,4,FALSE,3.187284286497271
17126,2024-06-02T17:05:03Z,2024-06-02T17:29:54Z,1,2,15,2,2,2,NA,NA,6,6,9,9,6,6,6,6,9,6,9,6,9.5,10,4,9,11,11,9,9,6,6,9,6,10,10,9,9,6,6,2,1,-5,3,-5,-5,-5,-5,-5,0,NA,-5,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,3,5,2,5,4,4,3,4,2,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,2.5,3.5,3.5,-5,-3,-3,3.5,3.5,6,3,3,FALSE,0.6964546518454177
17161,2024-06-02T17:46:03Z,2024-06-02T18:00:40Z,2,10,6,5,2,99,NA,NA,1,NA,11,NA,5,11,6,NA,1,11,1,11,11,NA,1,6,1,11,11,11,11,11,6,6,11,11,1,11,3,11,1,-5,-5,-5,-5,-5,0.5,-5,0.5,0.5,-5,-5,8,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,3,3,3,2,3,2,4,4,4,4,2,5,2,4,NA,NA,NA,NA,NA,Y,NA,Y,Y,NA,5,-5,-5,-4,-4,-5,-5,-4,-5,-5,-5,-4,-4,6,1,5,FALSE,1.4158784021421338
17175,2024-06-02T17:57:11Z,2024-06-02T18:11:49Z,1,14,9,4,2,6,NA,NA,1,NA,1,11,6,9,1,11,11,11,1,11,8.5,NA,9.5,9,10.5,10.5,6,10,1,11,11,9.5,7,NA,11,9.5,6,10.5,2,-5,-5,-5,-4,-5,-5,5,4.5,-3.5,2.5,2.5,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,5,4,3,3,3,3,5,5,4,3,1,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,6,-4,-3,-2,4.5,-3.5,-5,-4,-2.5,-5,4.5,-2.5,-4.5,1,11,1,FALSE,0.9910097911939779
17183,2024-06-02T18:03:05Z,2024-06-02T18:18:06Z,1,10,2,4,2,4,NA,NA,5,2.5,5,7.5,4,5.5,5,6.5,9,7.5,7,4,3,6.5,4.5,NA,5,7.5,10,9,9.5,8.5,8.5,4,10,8.5,10,6.5,3,8,2,-1,4,4,-5,1.5,2,-5,0.5,-5,-5,-3.5,10,5,3,3,2,2,3,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,5,4,4,5,2,5,4,3,4,3,2,2,5,1,4,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,2,1,-1,-2,1,2,4,5,-4,4,-1,1.5,1.5,8.5,4,5,FALSE,1.215728736558323
17184,2024-06-02T18:05:07Z,2024-06-02T18:18:08Z,2,2,10,5,2,NA,NA,NA,7,NA,7,NA,6.5,NA,9,8,4,7.5,3,9,5.5,NA,4,7,4,7,4,7,9,10,6,NA,10,10,5,6.5,5,6.5,1,-5,-2,-1,-5,-1,3.5,4,3.5,4,-5,-5,8,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,5,4,4,2,4,4,4,5,5,4,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,5,-3,-1.5,-5,-1,-3,-4,-2,-5,-5,-5,-1,-2,10,3,3,FALSE,0.9219497656606708
17200,2024-06-02T18:19:45Z,2024-06-02T18:37:00Z,1,2,7,5,2,3,NA,NA,6,6,6,11,3,9,8.5,8.5,6,6,10,6,8.5,8,7.5,7.5,11,9,6,7.5,4.5,9.5,9.5,6,8,8.5,11,5,8.5,6,2,0,0,0,5,1,-5,-3.5,-2,-1.5,2,1.5,3,5,5,1,3,1,2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.5,4,5,5,3,5,5,4,5,1,1,1,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,3,5,5,5,-5,1,0,5,3.5,7,9.5,1,FALSE,0.7497212398084533
17215,2024-06-02T18:44:52Z,2024-06-02T19:27:20Z,1,7,8,3,2,4,NA,NA,8,8,7,6,7,7,5,6.5,11,11,6,6.5,11,11,7,7,11,11,3,11,7,7,11,11,5,7,11,11,6.5,8,1,1,1,-1,1,3,-5,-3,-3,0,0,-1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3.5,5,3,4,5,3,5,5,2,4,3,3,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,2,1,3,3,3,-5,-2,-3.5,5,2.5,6,7.5,2,FALSE,0.8060070658588969
17232,2024-06-02T19:06:34Z,2024-06-02T19:17:34Z,1,10,9,2,2,97,NA,NA,6,NA,5,6,8,8.5,6,3.5,7,NA,7.5,NA,9,9.5,8.5,9,5.5,NA,11,9,11,10,6,5,11,11,4,5,6,6,2,-3,3,2.5,-5,-5,-4.5,-5,-5,5,-5,0,2,4.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,6,3,3,3,2,4,3,3,3,3,3,2,2,3,4,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,8,-2,-1.5,-3,-2.5,-1,4,4.5,-5,2.5,-5,0,2,7.5,3,1,FALSE,0.9285192683272518
17255,2024-06-02T19:37:02Z,2024-06-02T19:58:12Z,2,9,13,3,2,3,NA,NA,7,10,4,10,9,10,4,10,10,10,9,10,10,10,8,10,10,10,9,10,4,10,10,10,8,10,10,10,6,10,2,4,-4,-5,5,-5,-5,1,-5,-5,-5,-5,3,5,4,4,3,5,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.5,5,4,4,3,4,4,4,4,2,1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,2.5,1.5,1.5,1.5,1.5,1.5,-5,1.5,-5,1.5,1.5,4.5,10,2,FALSE,1.71379859576923
17260,2024-06-02T19:44:04Z,2024-06-02T20:05:21Z,1,2,1,7,2,97,NA,NA,4,7,2.5,NA,3,NA,1,11,10,NA,11,NA,11,NA,11,NA,11,10,4.5,NA,1.5,NA,10,5,3,NA,10,NA,6,NA,1,0.5,-3,-4,4.5,-2,-5,1,-2.5,-3.5,3,2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,4,4,2,3.5,3.5,5,4,5,4,3,5,4,3,2,3,2,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.5,2,0,1,3.5,4,0.5,-5,0.5,-5,4.5,-0.5,3.5,9.5,4,FALSE,1.2114759334294591
17273,2024-06-02T20:02:36Z,2024-06-02T20:16:53Z,2,2,7,3,2,1,NA,NA,5,3.5,4,8.5,8,NA,3.5,8.5,7.5,NA,7,NA,8,NA,7.5,NA,7,NA,9,8,7,NA,9.5,8.5,7,NA,8.5,NA,7,3,1,4.5,-2,-2,1.5,-2.5,-5,1,-4.5,-4.5,-2.5,-4,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,2,2.5,7,3,4,4,3,3,3,2,4,2,2,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,-1,-1,-5,-2,-5,2,2,3.5,9.5,1,FALSE,1.8223674986226899
